ID,COUNTY,countyname,state,population,counts.sum,region,region2,indices.avg,counts.sum,voc.indices.avg,soc.indices.avg,metal.indices.avg,dbp.indices.avg,pfas.indices.avg,horm.indices.avg,indices.sum,countynamenospace
673,20173,SEDGWICK,KS,505415,445,West North Central,Mid-West,0.256951285,445,0,0,1.018437033,1.380211242,0,0,8.479392397,SEDGWICK
674,20177,SHAWNEE,KS,178831,2520,West North Central,Mid-West,0.221966128,2520,0.000770719,0,1.010588084,0.146128036,0,0,6.215051571,SHAWNEE
675,20185,STAFFORD,KS,4359,448,West North Central,Mid-West,0.351435648,448,0,0.301029996,1.574681278,0,0.015180078,0,9.840198131,STAFFORD
676,20187,STANTON,KS,2194,228,West North Central,Mid-West,0.351717095,228,0,0,1.335264138,0.01911629,0,0,9.14464447,STANTON
677,20191,SUMNER,KS,23591,144,West North Central,Mid-West,0.246790278,144,0,0,0.674629506,1.380211242,0,0,6.416547234,SUMNER
678,20197,WABAUNSEE,KS,7051,490,West North Central,Mid-West,0.221966128,490,0.000770719,0,1.010588084,0.146128036,0,0,6.215051571,WABAUNSEE
679,20205,WILSON,KS,9105,28,West North Central,Mid-West,0,28,0,0,0,0,0,0,0,WILSON
680,20209,WYANDOTTE,KS,160384,1588,West North Central,Mid-West,0.360851498,1588,0.138196064,0,1.457649885,1.061857556,0,0,11.90809943,WYANDOTTE
681,21001,ADAIR,KY,18732,1762,East South Central,Mid-West,0.25427917,1762,0,0,0.916590509,1.646403726,0,0,8.391212616,ADAIR
682,21003,ALLEN,KY,20311,480,East South Central,Mid-West,0.241888101,480,0,0,0.699132371,1.550228353,0,0,6.28909062,ALLEN
683,21005,ANDERSON,KY,21811,2305,East South Central,Mid-West,0.274635897,2305,0.005536084,1.104291967,1.014567125,1.330413773,0,0.012450025,9.062984605,ANDERSON
684,21009,BARREN,KY,43027,940,East South Central,Mid-West,0.237584205,940,0,0,1.095925894,0.641474111,0,0.011311607,7.840278763,BARREN
685,21011,BATH,KY,11961,3808,East South Central,Mid-West,0.27305311,3808,0,0.646263654,1.072146216,1.508529719,0,0,9.010752625,BATH
686,21013,BELL,KY,27885,224,East South Central,Mid-West,0.234281642,224,0,0,0.646420299,1.041392685,0,0,4.91991448,BELL
687,21015,BOONE,KY,124442,1008,East South Central,Mid-West,0.37721004,1008,0,0.756961951,1.031120882,0.977723605,0,0,7.921410846,BOONE
688,21017,BOURBON,KY,19998,4776,East South Central,Mid-West,0.29460607,4776,0,0,1.298398108,1.508529719,0,0,9.722000323,BOURBON
689,21019,BOYD,KY,48886,560,East South Central,Mid-West,0.343300111,560,0,0.870905304,0.809016199,1.484299839,0,0,7.20930234,BOYD
690,21021,BOYLE,KY,29013,448,East South Central,Mid-West,0.329081507,448,0.023052572,0,0.850489985,1.646403726,0,0,6.910711638,BOYLE
691,21023,BRACKEN,KY,8416,144,East South Central,Mid-West,0.152799024,144,0,0,0.634576017,0,0.027553089,0,3.972774632,BRACKEN
692,21027,BRECKINRIDGE,KY,20040,504,East South Central,Mid-West,0.328484773,504,0,0,0.887358159,1.574031268,0,0,6.898180223,BRECKINRIDGE
693,21029,BULLITT,KY,76854,3864,East South Central,Mid-West,0.251797503,3864,0,1.104291967,0.79969835,1.06069784,0,0.012450025,7.050330083,BULLITT
694,21031,BUTLER,KY,12793,224,East South Central,Mid-West,0.298078177,224,0,0,0.780935076,1.574031268,0,0,6.259641727,BUTLER
695,21033,CALDWELL,KY,12823,224,East South Central,Mid-West,0.249101746,224,0,0,0.857166764,0.088136089,0,0,5.231136672,CALDWELL
696,21035,CALLOWAY,KY,37657,238,East South Central,Mid-West,0.229812955,238,0,0,0.874540335,1.187520721,0,0,6.434762733,CALLOWAY
697,21037,CAMPBELL,KY,90988,452,East South Central,Mid-West,0.240949192,452,0.025155894,0.961081934,0.843895149,1.58546073,0.027553089,0,7.951323349,CAMPBELL
698,21039,CARLISLE,KY,5001,72,East South Central,Mid-West,0.21548618,72,0,0,0.586272615,1.079181246,0,0,5.602640689,CARLISLE
699,21041,CARROLL,KY,10953,616,East South Central,Mid-West,0.235130679,616,0,0.617299958,0.994393177,0,0,0,6.583659017,CARROLL
700,21043,CARTER,KY,27202,1152,East South Central,Mid-West,0.252180516,1152,0,0.646263654,0.949215381,1.574031268,0,0,8.321957044,CARTER
701,21045,CASEY,KY,16067,1410,East South Central,Mid-West,0.313792585,1410,0,0,0.823873425,1.646403726,0,0,6.589644276,CASEY
702,21047,CHRISTIAN,KY,74167,336,East South Central,Mid-West,0.279151035,336,0,0,0.964133973,0.077367905,0,0,5.862171743,CHRISTIAN
703,21049,CLARK,KY,35614,2240,East South Central,Mid-West,0.285988097,2240,0,0,1.083189499,1.508529719,0,0,8.007666714,CLARK
704,21051,CLAY,KY,21364,844,East South Central,Mid-West,0.258568901,844,0,0,0.992569972,1.274157849,0,0,8.53277374,CLAY
705,21053,CLINTON,KY,10146,140,East South Central,Mid-West,0.111282101,140,0,0,0.519316473,0,0,0,3.115898837,CLINTON
706,21055,CRITTENDEN,KY,9255,288,East South Central,Mid-West,0.254226038,288,0,0,0.887762625,0,0,0,6.60987698,CRITTENDEN
707,21057,CUMBERLAND,KY,6789,284,East South Central,Mid-West,0.131971118,284,0,0,0.635163143,0,0,0,4.355046901,CUMBERLAND
708,21059,DAVIESS,KY,98218,518,East South Central,Mid-West,0.379838705,518,0,0.660051938,1.394662797,1.607455023,0,0,10.63548375,DAVIESS
709,21061,EDMONSON,KY,12062,504,East South Central,Mid-West,0.223928696,504,0,0,0.782662036,1.574031268,0,0,6.270003485,EDMONSON
710,21063,ELLIOTT,KY,7637,256,East South Central,Mid-West,0.177636749,256,0,0.646263654,0.545795871,0.291146762,0,0,4.618555478,ELLIOTT
711,21065,ESTILL,KY,14488,280,East South Central,Mid-West,0.234531178,280,0,0,0.937892289,0.939519253,0,0,6.566872988,ESTILL
712,21067,FAYETTE,KY,308428,20944,East South Central,Mid-West,0.281888824,20944,0,0,1.11322822,1.213517757,0,0,7.892887079,FAYETTE
713,21069,FLEMING,KY,14508,536,East South Central,Mid-West,0.242516219,536,0,0.723103684,0.814133569,0.291146762,0,0,6.305421697,FLEMING
714,21071,FLOYD,KY,38728,214,East South Central,Mid-West,0.270894079,214,0,0,0.658068828,1.740362689,0,0,5.688775655,FLOYD
715,21073,FRANKLIN,KY,49648,3344,East South Central,Mid-West,0.304828961,3344,0.109416685,0.6734159,1.184672126,1.235528447,0,0,10.0593557,FRANKLIN
716,21075,FULTON,KY,6385,144,East South Central,Mid-West,0.104657163,144,0,0,0.311861771,0.539859883,0,0,2.721086246,FULTON
717,21077,GALLATIN,KY,8474,112,East South Central,Mid-West,0.175054073,112,0,0,0.612689254,0,0,0,3.676135525,GALLATIN
718,21079,GARRARD,KY,16915,504,East South Central,Mid-West,0.282016078,504,0,0,0.833441862,0.921686475,0,0,5.922337646,GARRARD
719,21081,GRANT,KY,24753,844,East South Central,Mid-West,0.177594267,844,0,0,0.949215381,0,0.027553089,0,5.86061082,GRANT
720,21083,GRAVES,KY,37451,942,East South Central,Mid-West,0.234313538,942,0,0,1.039128383,1.187520721,0,0,7.732346754,GRAVES
721,21085,GRAYSON,KY,25997,1064,East South Central,Mid-West,0.223928696,1064,0,0,0.782662036,1.574031268,0,0,6.270003485,GRAYSON
722,21087,GREEN,KY,11180,1202,East South Central,Mid-West,0.25104895,1202,0,0,0.898824295,1.646403726,0,0,8.284615335,GREEN
723,21089,GREENUP,KY,36519,1008,East South Central,Mid-West,0.292691852,1008,0,0.711204461,0.985022689,1.574031268,0,0,8.195371864,GREENUP
724,21091,HANCOCK,KY,8687,56,East South Central,Mid-West,0.383147252,56,0,0.234083206,1.251829848,0.301029996,0,0,8.04609229,HANCOCK
725,21093,HARDIN,KY,108191,2100,East South Central,Mid-West,0.367673289,2100,0,1.104291967,1.242834369,1.646403726,0,0.012450025,10.29485208,HARDIN
726,21095,HARLAN,KY,28499,716,East South Central,Mid-West,0.223890795,716,0,0,0.813513364,1.204119983,0,0,7.388396222,HARLAN
727,21097,HARRISON,KY,18518,2800,East South Central,Mid-West,0.29467538,2800,0,0,1.188664148,1.118925753,0,0,8.250910638,HARRISON
728,21099,HART,KY,18573,140,East South Central,Mid-West,0.179145835,140,0,0,0.80523199,0.105510185,0,0.011311607,5.016083369,HART
729,21101,HENDERSON,KY,46347,704,East South Central,Mid-West,0.351671692,704,0,0.660051938,1.342392944,1.607455023,0,0,11.60516585,HENDERSON
730,21103,HENRY,KY,15445,1672,East South Central,Mid-West,0.269867156,1672,0.005536084,1.104291967,1.020519718,1.161368002,0,0.012450025,8.905616146,HENRY
731,21105,HICKMAN,KY,4745,214,East South Central,Mid-West,0.168725538,214,0,0,0.678394381,1.187520721,0,0,5.567942745,HICKMAN
732,21107,HOPKINS,KY,46634,656,East South Central,Mid-West,0.322549582,656,0,0,0.910087228,1.64246452,0,0,8.386289119,HOPKINS
733,21109,JACKSON,KY,13427,560,East South Central,Mid-West,0.234455015,560,0,0,0.670077555,0.903089987,0,0,4.923555319,JACKSON
734,21111,JEFFERSON,KY,756832,18592,East South Central,Mid-West,0.297840812,18592,0,1.104291967,1.014567125,1.06069784,0,0.012450025,8.339542735,JEFFERSON
735,21113,JESSAMINE,KY,50173,1904,East South Central,Mid-West,0.256074093,1904,0,0,0.951279435,1.462397998,0,0,7.170074605,JESSAMINE
736,21115,JOHNSON,KY,23449,112,East South Central,Mid-West,0.17593191,112,0,0,0.446604959,1.01494035,0,0,3.694570103,JOHNSON
737,21117,KENTON,KY,163145,704,East South Central,Mid-West,0.311931172,704,0,0.756961951,1.035034398,0.977723605,0.027553089,0,8.110210475,KENTON
738,21119,KNOTT,KY,15976,2588,East South Central,Mid-West,0.190157964,2588,0,0,0.815534459,0.089905111,0,0,6.275212802,KNOTT
739,21121,KNOX,KY,31790,896,East South Central,Mid-West,0.21684316,896,0,0.15490196,0.949215381,0.221414238,0,0,6.071608485,KNOX
740,21123,LARUE,KY,14064,768,East South Central,Mid-West,0.218650177,768,0,0,0.745966872,1.646403726,0,0,6.122204958,LARUE
741,21125,LAUREL,KY,59563,896,East South Central,Mid-West,0.330850702,896,0,0.15490196,0.919800822,1.274157849,0,0,6.947864743,LAUREL
742,21127,LAWRENCE,KY,15856,1232,East South Central,Mid-West,0.30730102,1232,0,0.870905304,1.026582,1.574031268,0,0,8.604428569,LAWRENCE
743,21129,LEE,KY,7260,280,East South Central,Mid-West,0.234531178,280,0,0,0.937892289,0.939519253,0,0,6.566872988,LEE
744,21131,LESLIE,KY,11019,420,East South Central,Mid-West,0,420,0,0,0,0,0,0,0,LESLIE
745,21135,LEWIS,KY,13806,112,East South Central,Mid-West,0.247092996,112,0,0.723103684,0.72339466,0.125481266,0,0,5.188952907,LEWIS
746,21137,LINCOLN,KY,24370,504,East South Central,Mid-West,0.308079988,504,0.023052572,0,0.864622969,1.120573931,0,0,6.469679747,LINCOLN
747,21143,LYON,KY,8451,224,East South Central,Mid-West,0.249101746,224,0,0,0.857166764,0.088136089,0,0,5.231136672,LYON
748,21145,MC CRACKEN,KY,65373,700,East South Central,Mid-West,0.281790602,700,0,0.516629796,0.976937285,1.511883361,0,0,7.890136866,MC-CRACKEN
749,21147,MC CREARY,KY,17989,112,East South Central,Mid-West,0.162856635,112,0,0,0.540891355,0.174641193,0,0,3.419989325,MC-CREARY
750,21149,MC LEAN,KY,9496,168,East South Central,Mid-West,0.388273443,168,0,0.455931956,1.276069609,0.041392685,0,0,8.153742294,MC-LEAN
751,21151,MADISON,KY,85590,560,East South Central,Mid-West,0.274393417,560,0,0,0.721682415,1.432167269,0,0,5.76226176,MADISON
752,21155,MARION,KY,20045,3152,East South Central,Mid-West,0.252557264,3152,0,0,0.907120022,1.646403726,0,0,8.334389699,MARION
753,21157,MARSHALL,KY,31107,742,East South Central,Mid-West,0.265081822,742,0,0,1.039128383,1.187520721,0,0,7.422291016,MARSHALL
754,21159,MARTIN,KY,12647,256,East South Central,Mid-West,0.245491615,256,0,0,0.677627316,1.618048097,0,0,6.382781999,MARTIN
755,21161,MASON,KY,17278,112,East South Central,Mid-West,0.247092996,112,0,0.723103684,0.72339466,0.125481266,0,0,5.188952907,MASON
756,21163,MEADE,KY,29210,448,East South Central,Mid-West,0.374712483,448,0,0.359021943,1.031286817,1.322219295,0,0,7.86896214,MEADE
757,21165,MENIFEE,KY,6288,1176,East South Central,Mid-West,0.261119212,1176,0,0,0.976336598,1.45331834,0,0,7.311337925,MENIFEE
758,21167,MERCER,KY,21349,1425,East South Central,Mid-West,0.234975295,1425,0.005536084,0,1.018092761,1.330413773,0,0,7.754184733,MERCER
759,21169,METCALFE,KY,9983,512,East South Central,Mid-West,0.275088621,512,0,0,0.994460331,0.641474111,0,0,7.152304143,METCALFE
760,21171,MONROE,KY,10681,1232,East South Central,Mid-West,0.275088621,1232,0,0,0.994460331,0.641474111,0,0,7.152304143,MONROE
761,21173,MONTGOMERY,KY,27251,2556,East South Central,Mid-West,0.280464985,2556,0,0,1.220622138,1.508529719,0,0,9.255344502,MONTGOMERY
762,21177,MUHLENBERG,KY,31179,224,East South Central,Mid-West,0.310543312,224,0,0,0.840114029,1.480725379,0,0,6.521409553,MUHLENBERG
763,21179,NELSON,KY,44540,2728,East South Central,Mid-West,0.2573803,2728,0,1.104291967,0.873455116,1.646403726,0,0.012450025,8.493549914,NELSON
764,21181,NICHOLAS,KY,7039,2256,East South Central,Mid-West,0.26284826,2256,0,0,1.188664148,1.118925753,0,0,8.673992596,NICHOLAS
765,21183,OHIO,KY,23988,616,East South Central,Mid-West,0.468428995,616,0,0.234083206,1.338149069,1.574031268,0,0,9.837008888,OHIO
766,21185,OLDHAM,KY,62364,2200,East South Central,Mid-West,0.237830296,2200,0,1.104291967,0.867554114,1.06069784,0,0.012450025,7.848399775,OLDHAM
767,21187,OWEN,KY,10662,1120,East South Central,Mid-West,0.203403296,1120,0,0,0.949215381,0,0,0,5.695292287,OWEN
768,21191,PENDLETON,KY,14570,716,East South Central,Mid-West,0.129178035,716,0,0,0.682926105,0,0.027553089,0,4.262875163,PENDLETON
769,21193,PERRY,KY,28010,456,East South Central,Mid-West,0.190157964,456,0,0,0.815534459,0.089905111,0,0,6.275212802,PERRY
770,21195,PIKE,KY,63380,614,East South Central,Mid-West,0.26526118,614,0,0,0.742909665,1.740362689,0,0,6.896790681,PIKE
771,21199,PULASKI,KY,63907,1484,East South Central,Mid-West,0.220129949,1484,0,0,0.768596508,1.552059534,0,0,6.163638584,PULASKI
772,21203,ROCKCASTLE,KY,16693,336,East South Central,Mid-West,0.159944699,336,0,0,0.559806448,0,0,0,3.358838686,ROCKCASTLE
773,21205,ROWAN,KY,23527,1576,East South Central,Mid-West,0.253453679,1576,0,0.646263654,0.976336598,1.45331834,0,0,8.363971414,ROWAN
774,21207,RUSSELL,KY,17752,1148,East South Central,Mid-West,0.208280568,1148,0,0,0.735041995,1.421603927,0,0,5.831855894,RUSSELL
775,21209,SCOTT,KY,49947,4592,East South Central,Mid-West,0.298555104,4592,0,0,1.191004191,1.213517757,0,0,8.3595429,SCOTT
776,21211,SHELBY,KY,44216,4296,East South Central,Mid-West,0.288089375,4296,0.109416685,1.104291967,1.018377606,1.162862993,0,0.012450025,9.506949369,SHELBY
777,21213,SIMPSON,KY,17793,112,East South Central,Mid-West,0.252428276,112,0,0,0.625127575,1.550228353,0,0,5.300993803,SIMPSON
778,21215,SPENCER,KY,17637,2192,East South Central,Mid-West,0.24697252,2192,0.005536084,1.104291967,0.890592848,1.161368002,0,0.012450025,8.150093169,SPENCER
779,21217,TAYLOR,KY,24649,1426,East South Central,Mid-West,0.25104895,1426,0,0,0.898824295,1.646403726,0,0,8.284615335,TAYLOR
780,21219,TODD,KY,12503,224,East South Central,Mid-West,0.340562112,224,0,0,0.94517983,1.480725379,0,0,7.151804358,TODD
781,21221,TRIGG,KY,14293,224,East South Central,Mid-West,0.249101746,224,0,0,0.857166764,0.088136089,0,0,5.231136672,TRIGG
782,21223,TRIMBLE,KY,8816,56,East South Central,Mid-West,0.18516032,56,0,0.617299958,0.545177795,0,0,0,3.88836673,TRIMBLE
783,21225,UNION,KY,15029,432,East South Central,Mid-West,0.254226038,432,0,0,0.887762625,0,0,0,6.60987698,UNION
784,21227,WARREN,KY,118370,336,East South Central,Mid-West,0.250090207,336,0,0.137173193,0.739064274,0.680335513,0,0,5.251894352,WARREN
785,21229,WASHINGTON,KY,11875,1856,East South Central,Mid-West,0.249118237,1856,0.005536084,0,1.020128694,1.646403726,0,0,8.220901826,WASHINGTON
786,21231,WAYNE,KY,20678,588,East South Central,Mid-West,0.195057592,588,0,0,0.67499881,1.411619706,0,0,5.461612563,WAYNE
787,21233,WEBSTER,KY,13452,1440,East South Central,Mid-West,0.254226038,1440,0,0,0.887762625,0,0,0,6.60987698,WEBSTER
788,21235,WHITLEY,KY,35766,560,East South Central,Mid-West,0.321286616,560,0,0.15490196,0.886326522,1.274157849,0,0,6.74701894,WHITLEY
789,21239,WOODFORD,KY,25275,3056,East South Central,Mid-West,0.217503849,3056,0.005536084,0,0.950174103,1.161368002,0,0,7.177627011,WOODFORD
790,22001,ACADIA,LA,62204,572,West South Central,South-East,0.189291387,572,0.134572579,0,0.754409409,0,0,0,6.246615755,ACADIA
791,22003,ALLEN,LA,25537,216,West South Central,South-East,0.184914882,216,0,0,0.621434282,0,0,0,4.80778694,ALLEN
792,22005,ASCENSION,LA,114393,436,West South Central,South-East,0.343924722,436,0,0.516629796,0.898544333,1.477844476,0,0,8.942042772,ASCENSION
793,22007,ASSUMPTION,LA,23187,816,West South Central,South-East,0.291165016,816,0,0.535113202,0.91932334,1.477844476,0,0,7.570290404,ASSUMPTION
794,22009,AVOYELLES,LA,41299,642,West South Central,South-East,0.234243642,642,0.243601622,0,0.629071561,1.079181246,0,0,6.558821968,AVOYELLES
795,22011,BEAUREGARD,LA,36167,632,West South Central,South-East,0.342970932,632,0,0,1.265837488,0,0,0,8.917244223,BEAUREGARD
796,22013,BIENVILLE,LA,13981,235,West South Central,South-East,0.291494852,235,0,0,0.978071203,0,0,0,7.578866162,BIENVILLE
797,22015,BOSSIER,LA,123823,660,West South Central,South-East,0.402454197,660,0.17880546,0,1.230913459,1.498310554,0,0,10.46380913,BOSSIER
798,22017,CADDO,LA,254887,707,West South Central,South-East,0.247093051,707,0.095178066,0,0.732949456,1.103803721,0,0.039821943,8.154070695,CADDO
799,22019,CALCASIEU,LA,195296,2285,West South Central,South-East,0.271293687,2285,0.044536266,0,0.853956985,1.371067862,0,0,8.95269167,CALCASIEU
800,22021,CALDWELL,LA,9989,84,West South Central,South-East,0,84,0,0,0,0,0,0,0,CALDWELL
801,22023,CAMERON,LA,6744,633,West South Central,South-East,0.361299478,633,0.684947686,0,0.88172417,0.176091259,0,0,11.92288277,CAMERON
802,22025,CATAHOULA,LA,10238,84,West South Central,South-East,0,84,0,0,0,0,0,0,0,CATAHOULA
803,22027,CLAIBORNE,LA,16650,359,West South Central,South-East,0.291494852,359,0,0,0.978071203,0,0,0,7.578866162,CLAIBORNE
804,22031,DE SOTO,LA,27083,2520,West South Central,South-East,0.253122372,2520,0.095178066,0,0.701227506,0,0,0,6.581181675,DE-SOTO
805,22033,E. BATON ROUGE,LA,445227,3040,West South Central,South-East,0.213939982,3040,0.053009695,0,0.96873107,0.444044796,0,0.029159998,7.060019421,E.-BATON-ROUGE
806,22037,EAST FELICIANA,LA,19728,266,West South Central,South-East,0.113578383,266,0,0,0.496012455,0,0,0.029159998,3.180194714,EAST-FELICIANA
807,22039,EVANGELINE,LA,33578,284,West South Central,South-East,0.218550948,284,0.134572579,0,0.915336998,0,0,0,7.212181294,EVANGELINE
808,22043,GRANT,LA,22030,502,West South Central,South-East,0.290039656,502,0.243601622,0,0.551073364,1.079181246,0,0,6.090832783,GRANT
809,22045,IBERIA,LA,73878,28,West South Central,South-East,0.141919845,28,0,0,0.496719457,0,0,0,2.980316739,IBERIA
810,22047,IBERVILLE,LA,33367,472,West South Central,South-East,0.31968361,472,0,0.516629796,0.898544333,1.477844476,0,0,8.311773868,IBERVILLE
811,22049,JACKSON,LA,16112,208,West South Central,South-East,0.097079731,208,0,0,0.323530006,0,0,0,3.203631127,JACKSON
812,22051,JEFFERSON,LA,434767,391,West South Central,South-East,0.222939905,391,0,0.535113202,0.907261343,0.263636069,0,0,6.24231733,JEFFERSON
813,22053,JEFFRSON DAVIS,LA,31301,344,West South Central,South-East,0.28992514,344,0.134572579,0,0.919477392,0,0,0,7.538053651,JEFFRSON-DAVIS
814,22055,LAFAYETTE,LA,230845,394,West South Central,South-East,0.355733377,394,0.212296585,0,1.187562136,1.484299839,0,0,11.73920143,LAFAYETTE
815,22057,LAFOURCHE,LA,97141,3696,West South Central,South-East,0.404785861,3696,0,0.535113202,0.997944378,1.977723605,0,0,8.500503072,LAFOURCHE
816,22061,LINCOLN,LA,47414,759,West South Central,South-East,0.213341609,759,0.173926278,0,0.511157798,0,0,0,5.546881824,LINCOLN
817,22063,LIVINGSTON,LA,134053,1808,West South Central,South-East,0.208734899,1808,0.017848391,0,0.651242393,0,0,0,5.427107375,LIVINGSTON
818,22067,MOREHOUSE,LA,27057,112,West South Central,South-East,0.289276973,112,0,0,1.012469407,0,0,0,6.074816439,MOREHOUSE
819,22069,NATCHITOCHES,LA,39138,212,West South Central,South-East,0.230924561,212,0,0,0.928129884,1.176091259,0,0,7.6205105,NATCHITOCHES
820,22071,ORLEANS,LA,378715,531,West South Central,South-East,0.300931387,531,0,0.756961951,0.9881257,1.740362689,0,0,8.426078841,ORLEANS
821,22073,OUACHITA,LA,156220,954,West South Central,South-East,0.259895802,954,0.388830088,0,0.668533966,0.544068044,0,0,7.277082454,OUACHITA
822,22075,PLAQUEMINES,LA,23550,105,West South Central,South-East,0.322361639,105,0,0.617299958,0.769079228,1.537819095,0,0,6.769594419,PLAQUEMINES
823,22077,POINTE COUPEE,LA,22499,184,West South Central,South-East,0.223325781,184,0,0,0.781640235,0,0,0,4.689841409,POINTE-COUPEE
824,22079,RAPIDES,LA,132723,2018,West South Central,South-East,0.310343551,2018,0.243601622,0,0.975524396,1.415807728,0,0,10.24133719,RAPIDES
825,22081,RED RIVER,LA,8894,100,West South Central,South-East,0.135882034,100,0,0,0.405395989,1.176091259,0,0,4.484107133,RED-RIVER
